emp_no;dept_no;from_date;to_date
219010;d009;1987-08-09;9999-01-01
219020;d005;1993-11-28;9999-01-01
219030;d004;1999-11-23;9999-01-01
219040;d004;1989-02-15;9999-01-01
219050;d007;1996-12-26;9999-01-01
219060;d005;1995-12-08;9999-01-01
219070;d003;1997-10-10;9999-01-01
219080;d004;1995-01-06;9999-01-01
219090;d004;1990-06-07;9999-01-01
219100;d002;1991-11-10;2001-10-02
219100;d003;1987-01-12;1991-11-10
219110;d004;1987-07-06;9999-01-01
219120;d002;1991-11-01;2001-10-30
219120;d007;2001-10-30;9999-01-01
219130;d005;1996-04-01;2000-05-06
219130;d008;2000-05-06;9999-01-01
219140;d004;1992-06-26;9999-01-01
219150;d004;1999-05-04;2001-07-06
219150;d009;2001-07-06;2001-12-06
219160;d001;1992-10-16;9999-01-01
219170;d004;1997-01-19;9999-01-01
219180;d002;1992-01-30;9999-01-01
219190;d007;1989-07-11;1994-03-14
219200;d005;1990-02-22;9999-01-01
219210;d004;1990-01-27;9999-01-01
219210;d005;1987-07-29;1990-01-27
219220;d007;1994-05-31;1996-03-06
219230;d005;1997-06-06;9999-01-01
219240;d004;1994-08-23;9999-01-01
219250;d003;1998-06-29;9999-01-01
219260;d001;1998-08-05;1998-09-04
219270;d006;1999-01-30;9999-01-01
219280;d007;1989-07-17;9999-01-01
219290;d007;1998-03-01;9999-01-01
219300;d005;1988-08-03;1999-02-26
219310;d002;1985-11-20;1996-10-25
219320;d007;1991-04-16;9999-01-01
219330;d007;1992-09-12;1996-01-01
219340;d005;1989-03-19;9999-01-01
219350;d008;1990-12-17;9999-01-01
219360;d008;1992-09-27;9999-01-01
219370;d004;1988-10-24;9999-01-01
219380;d005;1991-06-28;1995-01-14
219380;d008;1995-01-14;9999-01-01
219390;d005;1999-04-05;9999-01-01
219400;d002;1988-07-25;1990-05-06
219410;d005;1997-06-21;9999-01-01
219420;d007;1993-12-11;1999-08-17
219420;d009;1999-08-17;9999-01-01
219430;d004;1997-07-16;9999-01-01
219430;d005;1996-06-01;1997-07-16
219440;d004;1986-03-21;1987-02-23
219440;d009;1987-02-23;1987-05-06
219450;d005;1990-02-15;9999-01-01
219460;d004;1990-11-25;9999-01-01
219460;d005;1990-01-11;1990-11-25
219470;d005;1995-01-15;1996-09-26
219480;d007;1999-07-31;9999-01-01
219490;d004;1993-02-25;9999-01-01
219500;d004;1990-09-18;9999-01-01
219510;d008;1985-11-12;9999-01-01
219520;d001;1996-03-08;9999-01-01
219530;d009;1999-10-10;9999-01-01
219540;d005;1994-12-24;9999-01-01
219550;d009;1989-12-16;9999-01-01
219560;d004;1997-08-12;9999-01-01
219570;d004;1997-07-19;9999-01-01
219580;d007;1989-09-27;9999-01-01
219590;d005;1986-12-13;1998-10-24
219600;d004;1996-06-25;9999-01-01
219610;d004;1993-03-26;9999-01-01
219620;d004;1989-05-31;9999-01-01
219630;d001;1992-12-03;9999-01-01
219640;d009;1987-02-20;9999-01-01
219650;d005;1995-08-08;9999-01-01
219660;d004;1994-03-11;9999-01-01
219670;d007;1995-06-25;2001-09-05
219680;d005;1990-11-27;9999-01-01
219690;d005;1995-07-05;9999-01-01
219700;d004;1989-09-21;9999-01-01
219710;d002;1997-02-04;9999-01-01
219720;d004;1990-07-30;9999-01-01
219730;d002;1986-04-21;9999-01-01
219740;d004;1994-09-14;2000-08-17
219740;d009;2000-08-17;9999-01-01
219750;d004;1993-10-24;9999-01-01
219750;d005;1986-10-03;1993-10-24
219760;d005;1992-06-21;1994-02-06
219770;d005;1996-05-14;9999-01-01
219780;d005;1986-09-15;9999-01-01
219790;d004;1993-07-23;9999-01-01
219800;d004;1988-03-19;9999-01-01
219810;d002;1989-05-16;9999-01-01
219820;d007;1990-02-19;1995-01-14
219830;d005;1990-05-04;9999-01-01
219830;d008;1989-09-16;1990-05-04
219840;d007;1997-02-12;9999-01-01
219850;d008;1986-07-27;9999-01-01
219860;d004;2001-11-13;9999-01-01
219860;d005;1999-03-11;2001-11-13
219870;d004;2002-03-13;9999-01-01
219870;d005;1999-02-11;2002-03-13
219880;d005;1998-10-16;1998-11-19
219890;d006;1989-02-25;9999-01-01
219900;d004;1997-03-15;9999-01-01
219910;d005;1991-06-29;9999-01-01
219920;d004;1989-05-04;9999-01-01
219930;d004;1987-07-30;2002-03-04
219940;d005;1992-09-27;1994-08-29
219950;d005;1985-09-22;9999-01-01
219960;d004;1993-04-23;9999-01-01
219970;d004;1988-04-12;1995-10-10
219980;d005;1996-05-13;9999-01-01
219990;d005;1994-11-16;9999-01-01
220000;d004;1987-04-01;9999-01-01
220010;d007;1992-04-11;9999-01-01
220020;d006;1985-11-21;9999-01-01
220030;d006;1989-01-16;9999-01-01
220040;d005;1994-06-26;9999-01-01
220050;d003;1998-07-26;9999-01-01
220060;d004;1986-07-23;9999-01-01
220070;d005;1996-01-19;9999-01-01
220080;d005;1999-07-27;9999-01-01
220090;d004;1989-03-18;9999-01-01
220100;d006;1991-06-20;9999-01-01
220110;d002;1998-08-01;2002-03-19
220120;d002;1994-05-29;9999-01-01
220130;d001;1991-09-06;9999-01-01
220140;d007;1991-03-18;9999-01-01
220150;d004;1995-04-18;1996-01-09
220150;d009;1996-01-09;1999-08-07
220160;d007;1992-01-30;9999-01-01
220170;d004;1987-10-01;1994-02-09
220170;d006;1994-02-09;9999-01-01
220180;d005;1995-06-18;9999-01-01
220190;d005;1997-01-01;9999-01-01
220200;d007;1997-11-16;9999-01-01
220210;d005;1997-01-03;9999-01-01
220220;d005;1993-02-02;9999-01-01
220230;d004;1995-09-13;9999-01-01
220230;d008;1987-12-29;1995-09-13
220240;d004;1990-12-24;1994-07-12
220240;d006;1994-07-12;9999-01-01
220250;d007;1991-10-30;9999-01-01
220260;d005;1995-12-13;1998-12-25
220270;d005;1993-03-02;9999-01-01
220270;d006;1991-01-08;1993-03-02
220280;d004;1988-12-03;9999-01-01
220290;d004;2000-01-28;9999-01-01
220290;d005;1994-04-29;2000-01-28
220300;d004;1995-10-29;1997-06-12
220300;d005;1985-06-13;1995-10-29
220310;d004;1988-07-24;9999-01-01
220320;d005;1985-09-04;9999-01-01
220330;d005;1989-08-23;9999-01-01
220340;d005;1989-07-31;1997-12-20
220350;d007;1996-06-06;9999-01-01
220360;d001;1993-01-05;9999-01-01
220370;d004;1998-08-27;2001-08-06
220380;d004;1996-12-17;9999-01-01
220390;d002;1989-09-18;9999-01-01
220400;d005;1998-07-13;9999-01-01
220410;d004;1996-10-31;1997-02-20
220420;d004;1988-02-13;1995-07-05
220430;d001;1999-10-07;9999-01-01
220440;d004;1987-06-10;9999-01-01
220450;d007;1999-12-04;9999-01-01
220460;d004;1993-01-02;9999-01-01
220470;d002;1999-08-12;2002-06-25
220480;d004;1999-01-08;9999-01-01
220490;d007;1995-09-12;9999-01-01
220500;d002;1997-07-22;9999-01-01
220510;d007;1994-01-23;9999-01-01
220520;d007;1997-05-18;9999-01-01
220530;d005;1989-11-02;9999-01-01
220540;d004;1990-09-20;9999-01-01
220550;d001;2000-12-07;2002-04-10
220550;d007;1999-05-19;2000-12-07
220560;d001;2000-11-21;9999-01-01
220560;d007;1999-11-03;2000-11-21
220570;d002;1987-11-10;9999-01-01
220580;d005;1997-04-08;9999-01-01
220590;d003;1991-04-03;9999-01-01
220600;d006;1995-03-02;9999-01-01
220610;d005;1993-06-28;9999-01-01
220620;d004;1990-05-20;1995-07-27
220630;d008;1993-07-02;9999-01-01
220640;d009;1997-06-07;9999-01-01
220650;d008;1987-12-23;9999-01-01
220660;d008;1986-09-26;9999-01-01
220670;d004;1988-09-06;9999-01-01
220680;d008;1985-03-22;9999-01-01
220690;d005;1993-04-04;1994-06-15
220700;d007;1985-08-12;9999-01-01
220710;d007;1995-07-31;9999-01-01
220720;d004;1989-06-20;9999-01-01
220730;d004;1995-11-29;9999-01-01
220740;d007;1987-04-27;1988-10-14
220750;d004;1987-03-27;9999-01-01
220760;d009;1997-03-02;9999-01-01
220770;d003;1992-05-24;9999-01-01
220780;d004;1999-11-06;9999-01-01
220790;d007;1986-12-19;9999-01-01
220800;d004;1986-09-23;2000-01-23
220810;d008;1999-11-27;9999-01-01
220820;d005;1991-08-10;1995-07-31
220830;d007;1993-08-04;9999-01-01
220840;d005;1994-08-28;9999-01-01
220850;d005;1985-12-04;9999-01-01
220860;d001;1997-03-02;9999-01-01
220860;d003;1991-08-31;1997-03-02
220870;d007;1990-10-07;9999-01-01
220880;d004;1996-12-14;9999-01-01
220890;d007;1988-04-08;9999-01-01
220900;d005;1987-10-21;2000-01-09
220910;d008;1999-02-14;9999-01-01
220920;d004;1992-04-30;9999-01-01
220930;d004;1996-03-21;9999-01-01
220940;d005;1996-05-17;9999-01-01
220950;d005;1998-09-18;9999-01-01
220960;d008;1988-02-11;2001-02-09
220970;d005;1992-01-11;9999-01-01
220980;d006;1991-09-09;1995-04-11
220990;d004;1987-11-11;9999-01-01
221000;d007;1998-07-07;1998-07-21
221010;d004;2001-01-28;9999-01-01
221010;d005;1985-11-17;2001-01-28
221020;d005;1986-06-22;9999-01-01
221030;d004;1998-06-02;9999-01-01
221040;d005;1988-08-06;9999-01-01
221050;d005;1986-02-12;2001-11-13
221060;d006;1988-08-18;9999-01-01
221070;d005;1996-02-17;9999-01-01
221080;d005;1986-01-28;9999-01-01
221090;d004;1985-04-28;1987-10-03
221100;d006;1998-05-02;9999-01-01
221110;d005;1988-06-25;1991-02-25
221120;d005;1986-11-10;1996-08-07
221120;d008;1996-08-07;9999-01-01
221130;d005;1986-07-10;9999-01-01
221140;d003;1988-02-26;9999-01-01
221150;d004;1991-04-19;9999-01-01
221160;d007;1988-12-09;9999-01-01
221170;d005;1992-08-20;9999-01-01
221180;d002;1992-10-13;9999-01-01
221190;d005;1988-12-23;1997-07-24
221190;d008;1997-07-24;9999-01-01
221200;d004;1997-12-26;2001-02-01
221210;d007;1990-12-11;9999-01-01
221220;d004;1988-07-30;1989-09-22
221220;d009;1989-09-22;9999-01-01
221230;d004;1997-02-08;9999-01-01
221240;d005;1986-11-03;9999-01-01
221250;d007;1998-03-03;9999-01-01
221260;d003;1996-12-03;2002-03-23
221270;d004;1994-10-27;9999-01-01
221280;d004;1989-09-12;9999-01-01
221290;d007;1995-06-19;1997-08-31
221300;d005;1994-03-13;1994-04-22
221300;d008;1994-04-22;1994-07-14
221310;d007;1993-03-11;9999-01-01
221320;d006;1990-09-17;9999-01-01
221330;d007;1991-05-21;9999-01-01
221340;d001;1994-10-20;1999-02-26
221350;d009;1999-07-01;9999-01-01
221360;d005;1990-04-15;1995-05-09
221370;d001;1989-09-05;9999-01-01
221380;d004;1987-07-18;9999-01-01
221390;d004;1986-02-26;9999-01-01
221400;d009;1991-04-15;2002-05-29
221410;d004;1987-06-05;9999-01-01
221420;d004;2002-01-01;9999-01-01
221420;d005;1994-05-14;2002-01-01
221430;d005;1991-08-29;9999-01-01
221440;d004;1995-12-25;1997-01-16
221450;d005;1997-11-10;9999-01-01
221460;d004;1999-03-04;9999-01-01
221470;d004;1989-10-21;9999-01-01
221480;d005;1988-05-14;9999-01-01
221490;d001;1990-12-17;9999-01-01
221500;d001;1993-04-01;1999-03-09
221510;d005;1992-02-03;9999-01-01
221520;d005;1985-04-06;9999-01-01
221530;d003;1993-08-02;1998-09-02
221540;d009;1997-07-20;1998-06-19
221550;d002;1997-10-25;1999-07-21
221550;d003;1996-12-29;1997-10-25
221560;d007;1988-04-14;9999-01-01
221570;d005;1994-10-05;2001-09-25
221580;d005;1985-11-05;9999-01-01
221590;d007;1988-07-29;9999-01-01
221600;d005;1987-08-04;9999-01-01
221610;d009;1995-05-24;9999-01-01
221620;d003;1996-06-18;9999-01-01
221630;d005;1995-08-06;9999-01-01
221640;d004;1992-01-13;9999-01-01
221650;d005;1990-07-11;9999-01-01
221660;d007;1989-03-12;9999-01-01
221670;d009;1986-02-01;9999-01-01
221680;d007;1989-01-28;9999-01-01
221690;d004;1990-11-25;9999-01-01
221700;d006;1997-07-03;9999-01-01
221710;d005;1991-01-27;9999-01-01
221720;d004;1996-08-12;9999-01-01
221730;d001;1999-06-12;1999-11-16
221740;d004;1990-03-10;9999-01-01
221750;d005;1999-11-17;9999-01-01
221760;d007;1997-08-04;9999-01-01
221770;d007;1996-12-13;9999-01-01
221780;d004;1985-02-10;9999-01-01
221790;d008;1998-03-18;9999-01-01
221800;d004;1987-01-08;9999-01-01
221810;d004;1995-01-14;1999-01-28
221820;d007;1986-08-03;9999-01-01
221830;d004;1998-12-15;9999-01-01
221840;d008;1989-10-20;9999-01-01
221850;d005;1993-03-25;9999-01-01
221860;d004;1996-09-02;2001-09-12
221870;d004;1994-06-03;9999-01-01
221880;d007;1986-06-14;9999-01-01
221890;d004;1995-09-07;9999-01-01
221900;d004;1994-04-25;1995-11-10
221910;d004;1987-05-21;2002-07-04
221910;d006;2002-07-04;9999-01-01
221920;d005;1987-08-23;9999-01-01
221930;d007;1991-11-22;9999-01-01
221940;d005;1990-03-07;9999-01-01
221950;d005;1992-03-20;9999-01-01
221960;d006;1992-03-02;1992-08-17
221970;d007;1989-06-16;9999-01-01
221980;d002;1998-08-08;9999-01-01
221990;d005;1990-12-30;9999-01-01
222000;d005;1986-09-20;1998-02-12
222010;d007;1995-09-08;9999-01-01
222020;d004;1996-12-14;9999-01-01
222030;d007;1998-04-08;9999-01-01
222040;d005;1999-07-30;9999-01-01
222050;d005;1998-09-02;9999-01-01
222060;d006;1991-06-01;9999-01-01
222070;d005;1989-11-22;2000-09-01
222070;d008;1986-12-18;1989-11-22
222080;d003;1999-02-24;2002-07-13
222090;d005;1987-01-23;9999-01-01
222100;d001;1996-11-27;9999-01-01
222110;d005;1986-08-07;9999-01-01
222120;d003;1986-12-12;9999-01-01
222130;d007;1991-09-08;9999-01-01
222140;d006;1997-09-09;9999-01-01
222150;d002;1993-09-25;9999-01-01
222160;d006;1993-05-05;9999-01-01
222170;d005;1985-10-15;9999-01-01
222180;d007;1988-11-18;9999-01-01
222190;d002;1998-05-25;2000-01-27
222200;d004;1988-05-09;9999-01-01
222210;d007;1994-06-13;9999-01-01
222220;d008;1992-11-22;2001-06-29
222230;d007;1998-11-06;9999-01-01
222240;d008;1993-03-09;9999-01-01
222250;d007;1987-07-22;9999-01-01
222260;d004;1993-07-20;9999-01-01
222270;d005;1985-12-19;9999-01-01
222280;d009;1992-04-14;9999-01-01
222290;d005;1989-04-17;9999-01-01
222300;d005;1989-05-20;9999-01-01
222310;d003;1987-02-13;9999-01-01
222320;d005;1999-03-15;9999-01-01
222330;d007;1986-02-01;9999-01-01
222340;d005;1996-05-11;9999-01-01
222350;d005;1993-04-05;9999-01-01
222360;d004;1988-06-09;9999-01-01
222370;d002;1998-06-20;1999-08-12
222380;d006;1999-01-22;2001-04-14
222390;d005;1986-09-06;1994-12-27
222400;d003;1994-02-14;9999-01-01
222410;d004;1996-03-26;9999-01-01
222420;d004;1988-01-14;1998-02-26
222430;d004;1990-07-29;9999-01-01
222440;d005;1990-03-10;9999-01-01
222450;d006;1999-12-10;2000-03-20
222460;d004;1999-11-13;9999-01-01
222470;d005;1990-06-04;9999-01-01
222480;d004;1995-05-20;9999-01-01
222490;d007;1995-07-29;9999-01-01
222500;d004;1990-03-04;9999-01-01
222510;d006;1985-11-02;9999-01-01
222520;d005;1995-04-06;1996-05-12
222530;d008;1997-12-01;9999-01-01
222540;d005;1988-07-24;9999-01-01
222550;d006;1985-04-18;9999-01-01
222560;d005;1997-01-24;2002-04-05
222570;d005;1997-03-15;9999-01-01
222570;d008;1987-01-01;1997-03-15
222580;d002;1998-04-28;2000-10-23
222580;d003;2000-10-23;2000-10-29
222590;d005;2000-01-12;9999-01-01
222600;d008;1997-01-24;9999-01-01
222610;d009;1985-08-15;9999-01-01
222620;d005;1992-04-20;1996-11-21
222630;d002;1991-12-11;9999-01-01
222640;d004;1988-10-16;9999-01-01
222650;d001;1994-10-25;9999-01-01
222660;d001;1985-03-26;9999-01-01
222670;d007;1989-03-29;9999-01-01
222680;d006;1994-03-28;9999-01-01
222690;d005;1987-10-26;9999-01-01
222700;d004;1986-07-28;9999-01-01
222710;d008;1987-04-15;9999-01-01
222720;d005;1998-12-30;9999-01-01
222730;d005;1986-10-23;1990-05-26
222740;d005;1986-07-15;9999-01-01
222750;d003;1990-10-20;9999-01-01
222760;d005;1990-11-01;1997-04-08
222770;d005;1995-08-01;9999-01-01
222780;d002;1996-11-13;1996-12-24
222780;d003;1996-12-24;9999-01-01
222790;d005;1993-06-07;1997-02-13
222790;d008;1987-05-26;1993-06-07
222800;d007;1990-03-15;9999-01-01
222810;d004;1999-11-04;2001-01-20
222810;d006;2001-01-20;9999-01-01
222820;d005;1991-08-04;9999-01-01
222830;d005;1991-02-03;9999-01-01
222840;d005;1994-09-28;9999-01-01
222850;d004;1995-10-28;9999-01-01
222860;d003;1986-09-27;9999-01-01
222870;d005;1998-04-18;9999-01-01
222880;d004;1988-09-04;9999-01-01
222890;d007;1996-06-05;9999-01-01
222900;d006;1991-10-30;1997-11-29
222910;d004;1987-06-07;2002-06-09
222920;d003;1991-10-02;9999-01-01
222930;d004;1998-01-16;9999-01-01
222940;d001;1989-08-05;1990-04-08
222950;d005;1992-02-09;9999-01-01
222960;d005;1991-01-16;9999-01-01
222970;d003;1999-10-18;2002-07-29
222980;d004;1999-03-05;9999-01-01
222990;d004;1996-08-10;1998-01-13
223000;d007;1992-10-26;9999-01-01
223010;d004;1990-11-02;9999-01-01
223020;d002;1996-11-09;9999-01-01
223030;d004;1991-01-24;9999-01-01
223040;d004;1985-04-27;9999-01-01
223050;d005;1989-12-19;9999-01-01
223060;d003;1997-01-10;9999-01-01
223070;d007;1987-07-14;9999-01-01
223080;d005;1997-01-08;1998-08-06
223090;d001;1985-08-28;9999-01-01
223100;d003;1999-11-28;9999-01-01
223110;d007;1996-12-03;9999-01-01
223120;d004;2000-10-01;9999-01-01
223120;d009;1988-11-26;2000-10-01
223130;d005;1988-04-24;9999-01-01
223140;d005;2000-08-20;9999-01-01
223140;d006;1996-04-19;2000-08-20
223150;d004;1985-06-26;1990-09-04
223150;d009;1990-09-04;1997-09-15
223160;d005;1997-09-03;9999-01-01
223170;d002;1990-04-22;1999-09-03
223180;d005;1998-04-30;9999-01-01
223190;d003;1998-03-21;9999-01-01
223200;d005;1990-12-24;9999-01-01
223210;d007;1993-02-16;9999-01-01
223220;d003;1993-12-31;9999-01-01
223230;d007;1995-07-11;9999-01-01
223240;d007;1994-02-23;9999-01-01
223250;d001;1994-09-11;1995-06-21
223260;d005;1996-12-20;9999-01-01
223270;d009;1987-11-26;1998-04-01
223280;d004;1986-11-08;1998-12-24
223280;d006;1998-12-24;9999-01-01
223290;d006;1998-09-03;9999-01-01
223300;d005;1991-11-28;2001-09-17
223300;d008;2001-09-17;9999-01-01
223310;d001;1992-06-28;2002-05-11
223310;d007;2002-05-11;9999-01-01
223320;d001;1986-11-13;9999-01-01
223330;d003;1991-04-29;9999-01-01
223340;d001;1999-04-30;9999-01-01
223350;d004;1998-11-03;9999-01-01
223360;d003;1991-09-24;9999-01-01
223370;d001;1985-03-30;2000-06-08
223380;d005;1992-10-08;9999-01-01
223390;d004;1985-02-15;9999-01-01
223400;d004;1992-12-29;9999-01-01
223410;d005;1993-01-09;9999-01-01
223420;d003;1989-09-18;9999-01-01
223430;d005;1999-09-18;9999-01-01
223440;d004;1996-06-07;9999-01-01
223450;d004;1992-09-11;9999-01-01
223460;d003;1996-07-31;9999-01-01
223470;d004;1996-11-01;1998-05-15
223470;d009;1998-05-15;9999-01-01
223480;d007;1985-04-19;9999-01-01
223490;d004;1995-06-13;9999-01-01
223500;d007;1986-10-03;9999-01-01
223510;d005;1988-09-28;1991-09-28
223520;d003;1992-07-19;9999-01-01
223530;d005;2000-01-08;9999-01-01
223540;d009;1989-05-30;9999-01-01
223550;d007;1985-07-26;9999-01-01
223560;d004;1986-09-05;1998-02-27
223570;d004;2000-02-02;9999-01-01
223570;d008;1996-10-16;2000-02-02
223580;d007;1995-09-03;1996-07-05
223590;d002;1992-10-29;9999-01-01
223600;d004;1999-06-24;2002-07-20
223600;d009;2002-07-20;9999-01-01
223610;d002;1993-05-14;9999-01-01
223620;d005;1992-04-16;9999-01-01
223630;d005;1995-04-14;9999-01-01
223640;d002;1997-12-03;9999-01-01
223650;d007;1992-04-12;9999-01-01
223660;d002;1986-11-30;9999-01-01
223670;d005;1994-07-13;9999-01-01
223680;d008;1995-12-28;9999-01-01
223690;d005;1990-01-29;9999-01-01
223700;d003;1997-08-30;9999-01-01
223710;d005;1991-08-07;9999-01-01
223720;d005;1991-02-12;1996-03-02
223720;d008;1996-03-02;9999-01-01
223730;d005;1995-11-20;1998-04-25
223730;d008;1998-04-25;1998-05-22
223740;d005;2000-06-19;9999-01-01
223740;d006;1998-07-16;2000-06-19
223750;d001;1995-03-03;9999-01-01
223750;d007;1989-06-08;1995-03-03
223760;d001;1996-10-23;2001-12-24
223760;d003;1988-08-15;1996-10-23
223770;d001;1996-03-29;2001-08-25
223780;d005;1995-11-21;9999-01-01
223790;d003;1988-12-31;9999-01-01
223800;d002;1991-03-25;1993-10-07
223810;d004;1991-10-20;9999-01-01
223820;d001;1994-12-19;9999-01-01
223830;d005;1986-05-24;9999-01-01
223840;d009;1999-08-03;2000-06-05
223850;d004;1995-03-13;9999-01-01
223860;d005;1994-04-23;9999-01-01
223870;d005;1997-03-19;9999-01-01
223880;d007;1998-05-29;1998-08-14
223890;d009;1988-02-23;9999-01-01
223900;d006;1999-06-25;9999-01-01
223910;d002;1988-02-12;9999-01-01
223920;d005;1996-07-31;9999-01-01
223930;d005;1989-08-01;9999-01-01
223940;d006;1991-05-16;9999-01-01
223950;d004;1989-03-07;1991-10-29
223960;d005;1998-06-10;9999-01-01
223970;d004;1985-06-10;9999-01-01
223980;d005;1998-02-07;2001-02-25
223990;d009;1989-08-27;9999-01-01
224000;d007;1997-01-05;1997-04-13
224010;d007;1999-05-05;1999-06-01
224010;d009;1999-06-01;1999-06-05
224020;d002;1988-04-21;9999-01-01
224030;d001;1991-02-26;9999-01-01
224030;d007;1988-02-23;1991-02-26
224040;d002;1993-11-27;1999-06-30
224040;d003;1999-06-30;9999-01-01
224050;d008;1987-04-22;9999-01-01
224060;d004;1997-03-16;9999-01-01
224070;d007;1987-04-05;9999-01-01
224080;d001;1994-03-15;9999-01-01
224090;d007;1993-04-02;1997-11-06
224100;d001;1985-11-13;9999-01-01
224110;d005;1996-05-23;9999-01-01
224120;d007;1988-07-03;9999-01-01
224130;d001;1987-03-07;9999-01-01
224130;d003;1985-12-01;1987-03-07
224140;d005;1987-07-01;1995-12-04
224140;d008;1995-12-04;9999-01-01
224150;d005;1990-01-27;9999-01-01
224160;d003;1997-12-24;9999-01-01
224170;d007;1986-06-08;2002-01-05
224180;d008;1988-08-23;9999-01-01
224190;d005;1998-01-29;9999-01-01
224200;d006;1992-01-28;9999-01-01
224210;d007;1989-09-15;9999-01-01
224220;d005;1986-10-08;9999-01-01
224230;d005;1997-03-31;9999-01-01
224240;d005;1989-11-20;1998-03-26
224240;d009;1987-03-28;1989-11-20
224250;d004;2001-02-26;9999-01-01
224250;d008;1996-05-10;2001-02-26
224260;d005;1994-05-27;2001-09-21
224270;d004;1998-09-13;9999-01-01
224280;d005;1993-10-18;9999-01-01
224290;d007;1995-10-22;9999-01-01
224300;d004;1988-12-23;9999-01-01
224310;d005;1992-11-19;1999-02-20
224320;d004;1991-11-26;9999-01-01
224330;d001;1999-11-09;9999-01-01
224340;d001;1991-01-01;2002-04-10
224350;d007;1988-09-01;1990-07-30
224360;d004;1986-01-28;1991-04-10
224370;d005;1989-09-30;9999-01-01
224380;d008;1992-02-19;9999-01-01
224390;d008;1996-05-17;9999-01-01
224400;d004;1996-11-10;2000-07-11
224410;d004;1988-08-17;1990-11-14
224410;d006;1990-11-14;9999-01-01
224420;d007;1998-05-21;9999-01-01
224430;d001;1988-07-08;1993-06-04
224440;d004;1986-08-09;9999-01-01
224450;d006;1994-11-19;2001-06-17
224460;d005;1992-06-24;9999-01-01
224470;d007;1995-08-08;9999-01-01
224480;d005;1990-04-20;9999-01-01
224490;d005;1995-09-25;9999-01-01
224500;d008;1998-02-04;2000-03-26
224510;d002;1988-03-29;1999-03-15
224510;d003;1999-03-15;9999-01-01
224520;d002;1991-02-13;1994-05-16
224530;d007;1999-02-02;9999-01-01
224540;d001;1997-07-03;1999-04-03
224550;d005;1995-07-07;9999-01-01
224560;d005;1998-12-25;1999-12-21
224570;d003;1995-07-31;9999-01-01
224580;d005;1997-11-16;1999-03-18
224590;d007;1998-03-23;9999-01-01
224600;d007;1999-05-02;2002-07-08
224610;d004;1991-03-10;9999-01-01
224620;d003;1990-03-27;9999-01-01
224630;d005;1994-07-26;9999-01-01
224640;d004;1997-12-19;9999-01-01
224650;d005;1999-12-07;9999-01-01
224660;d004;1998-10-26;9999-01-01
224670;d005;1994-04-25;1994-12-23
224670;d008;1994-12-23;9999-01-01
224680;d007;1986-07-22;9999-01-01
224690;d001;1994-08-12;9999-01-01
224700;d008;1987-05-15;1992-11-21
224710;d001;1986-09-05;1995-06-16
224710;d007;1986-07-17;1986-09-05
224720;d007;1987-04-03;1991-11-10
224730;d005;1997-05-21;2000-09-24
224740;d005;1992-07-27;9999-01-01
224750;d005;1989-07-07;9999-01-01
224760;d006;1993-06-27;9999-01-01
224770;d005;1985-11-09;2000-07-07
224780;d004;1988-09-09;9999-01-01
224790;d006;1995-03-27;1999-09-02
224800;d005;1987-11-11;9999-01-01
224810;d003;1998-11-07;9999-01-01
224820;d002;1996-02-10;9999-01-01
224830;d003;1999-10-18;9999-01-01
224840;d005;1996-09-19;9999-01-01
224850;d007;1990-02-10;9999-01-01
224860;d004;1990-04-26;1993-03-04
224870;d004;1999-07-07;9999-01-01
224880;d004;1994-11-07;9999-01-01
224890;d002;1986-07-15;9999-01-01
224900;d008;1996-07-24;1997-07-02
224910;d007;1986-07-10;1989-06-21
224920;d004;1987-05-21;9999-01-01
224930;d004;1994-03-25;9999-01-01
224930;d008;1986-09-16;1994-03-25
224940;d001;1994-03-23;9999-01-01
224950;d004;1996-03-31;2001-09-28
224950;d006;2001-09-28;9999-01-01
224960;d002;2002-02-10;9999-01-01
224960;d003;1999-10-09;2002-02-10
224970;d007;1998-11-30;9999-01-01
224980;d006;1993-08-03;2000-02-21
224990;d001;1993-01-01;9999-01-01
225000;d006;1995-07-11;9999-01-01
225010;d009;1991-10-05;9999-01-01
225020;d005;1991-08-12;9999-01-01
225030;d001;1998-08-06;9999-01-01
225040;d005;2000-01-13;9999-01-01
225050;d005;1999-03-17;2001-07-18
225060;d007;1996-11-01;9999-01-01
225070;d005;1987-09-03;9999-01-01
225080;d004;1992-08-15;9999-01-01
225090;d005;1995-07-29;2000-05-08
225090;d008;2000-05-08;9999-01-01
225100;d005;1987-07-25;9999-01-01
225110;d001;1992-03-15;9999-01-01
225120;d007;1987-09-25;9999-01-01
225130;d004;1999-11-04;9999-01-01
225140;d004;1985-12-05;9999-01-01
225150;d005;1991-05-17;9999-01-01
225160;d005;1994-10-25;9999-01-01
225170;d004;1987-04-24;1992-06-25
225170;d006;1992-06-25;9999-01-01
225180;d001;2001-10-20;9999-01-01
225180;d003;1999-07-01;2001-10-20
225190;d001;1991-09-20;1991-11-01
225190;d009;1991-11-01;9999-01-01
225200;d001;1985-05-23;9999-01-01
225210;d005;1985-06-05;9999-01-01
225220;d004;1990-07-13;1999-12-09
225220;d009;1999-12-09;9999-01-01
225230;d005;1986-04-15;9999-01-01
225240;d005;1999-04-22;1999-10-01
225240;d008;1999-10-01;9999-01-01
225250;d008;1999-05-15;9999-01-01
225260;d001;1991-12-24;9999-01-01
